ITEM,ProductId,Rating,UserId
chicken,1451646526,5,A3L7YV2UCQ7ZX
ketchup,7119018714,5,A2T2Y8FW0NLILV
french wine,1412759676,4,A2PZOIS5NOHEA
mint green tea,6117036094,4,A3GFGEY12ATN4G
clothes accessories,1304651029,4,AYYB9EFFG2GVA
pasta,1457982633,5,A2IW10BPHCYQG2
yams,1304139220,5,A2D3A9A58X5RMZ
salt,4057362843,4,A3GA66GJ70SG7A
magazines,4057553908,5,A35PF7XADVB60C
cottage cheese,1304140894,5,A2CVC21HIZ1PO7
cereals,5357955972,1,AG0MJ41NXPM35
butter,1987958179,5,A2OHAJBHJK2Y3E
spinach,1304196135,4,A3SR4T76JKA0QR
candy bars,3227001055,4,A2FB1KU4IY812V
olive oil,1304351475,1,A2285KGCYXO71H
corn,6022600685,3,A16D9H9KJCRV1Y
bacon,6152000416,2,A2P19WZ6WD2OZK
salt,4057362843,2,AKRUFGYZHI8P1
gluten free bar,6041134473,2,A28H72UFHPN9QN
spaghetti,1304511138,4,A2DMIEUMKD3VYD
ground beef,1304622428,1,A2Z89FDEA8TLZ2
cream,7535842801,2,A1KHY2OJNT409Z
salmon,1304196046,3,A33MKXDOOI6T0R
strawberries,5357955832,3,A2SZCH2I05ZETG
mashed potato,6040652705,3,AK4E5J6IVE11R
blueberries,6162751473,1,A1KQ79CU1EA754
gums,5357955948,5,AGBK2UBSBV0OR
hand protein bar,7538650584,5,A3K5ZI737LDUOG
babies food,6169040335,1,APKI65S1D3AHW
spinach,1304196135,1,A1XMC5AMIQKVJV
mushroom cream sauce,5357955905,4,AXJAR4KM54KVW
spinach,1304196135,2,A1FOI078VYL0BP
clothes accessories,1304651029,3,A19VPNGSJK19PE
pancakes,1879187396,3,A396ZSFP8XV4O1
chocolate bread,6022600812,2,A1ZKE84PVHR3N9
zucchini,7806397051,1,AIQMY3PN8ZF9
energy drink,1304146434,5,A28PWHLR92QPQS
chutney,1304482634,1,A27XYPIP5FQUZT
vegetables mix,737104473,3,A2TV0VZJI1ZD33
sandwich,4057368825,5,A3374Z6CYWF8YK
light mayo,3222000565,3,A1O8JBGRANCVEO
french fries,1304511081,5,AA75INOMAHULX
pasta,1457982633,2,A1RFITZDNVIA0T
fresh tuna,1304622665,3,A5GI8R9A9IFV3
babies food,6169040335,3,A3LEGZWFK44DJ8
mint green tea,6117036094,1,A1VW4D5B59VZQW
soda,5357956111,3,A3VMD3B59TAB85
parmesan cheese,1304622223,2,AM6TZU9POUAL
green grapes,762451459,3,AVYRG8E15WAK7
mint,1304651347,2,A1D6EV5BKMM8OU
yogurt cake,1304651118,4,A4BTNUSVHTE0I
red wine,1304511154,4,A1EVAE0Q2E2V0K
rice,1304622193,1,A2DO226S09AIEG
strawberries,5357955832,1,A32AIFEBI1X4MR
hot dogs,4057362894,2,A248P6F309UXRF
light cream,6053640972,4,A2F1CMMQ2M7IIQ
clothes accessories,1304651029,1,A2575DBNU90OA6
pet food,4057362967,4,A10GKM76NOQLGE
brownies,6022600790,5,AH7S8WUFHIBIC
eggplant,5357955867,3,A3HDFRFKJAGS97
meatballs,1304511146,5,A258GDNRBC6BC1
french fries,1304511081,1,A2PV4WPV010BDP
soup,1304495396,2,AWXLQX6FSEZA1
chili,6041134494,3,AHH534KJMCNRF
pepper,3227000754,4,AXBF3OLBP9QP6
pasta,1457982633,4,A2A6TB2DZ99DB
light mayo,3222000565,2,A3GDFAUEOR245Y
energy drink,1304146434,3,A3RUXBGZOQLC1G
corn,6022600685,3,A15UJADUAS68JI
frozen vegetables,1304511073,2,A29UK7GM2HXMIE
ketchup,7119018714,5,A2FE974F8E51WC
vegetables mix,737104473,4,A2BYP56Q0QBU1Z
salt,4057362843,4,A2QD105KDRZ46J
cake,4057362797,2,A1XZVQED7H3403
chicken,1451646526,1,A3E1969PZ33LO9
green tea,1304168522,5,A1LJ2H84ERZ9SA
vegetables mix,737104473,2,A1AM1BP28NQXLF
salmon,1304196046,3,AV03O68PRMGJE
corn,6022600685,3,A7FPJ94ABSYM9
muffins,1403790965,3,A2V37AQ1VOMBH0
chutney,1304482634,1,A3UN53B7B5WV5X
tomatoes,1572671203,2,A27D7TJZTU8B15
bacon,6152000416,3,AVWOHZE2VTGVJ
whole wheat rice,4057363823,4,AQVFWCBC5AXZS
black tea,6117043058,5,A3NDJI4IP8ICI9
hand protein bar,7538650584,2,A1SJ5LNTEM67RO
burgers,1304482596,1,AZYQEFB9Y5N22
bug spray,3423470476,3,A8QGU7RYBF5VY
soup,1304495396,2,ASWVTM2VOKKLO
cottage cheese,1304140894,5,A1QDJA5DFFAL6C
spinach,1304196135,4,A1T4QM0WQZ23L9
tea,7883527428,5,A36UQ20T9VVUAW
cake,4057362797,5,A16OJ5ISFFKC34
pepper,3227000754,2,ATO4SYWWBB1QX
green tea,1304168522,4,A1QV5IH6HDRN0L
zucchini,7806397051,2,A1RFBE2LHNLHPI
mint,1304651347,1,A2LXAR7KEDFTJ9
cream,7535842801,2,A34YKNAF8ZQF57
mineral water,1304174905,5,A2EP4HWJ0L6D5H
whole wheat rice,4057363823,2,A1JZTT5WQU8O26
salad,1304174867,3,AV7TWUEV79X52
meatballs,1304511146,4,A22V34L77QYLGD
cauliflower,6165151329,3,A3DWLT4X15P9PZ
candy bars,3227001055,3,APYRY5W5KPXN7
muffins,1403790965,2,A11SDECT20DPAB
blueberries,6162751473,2,A31OFOZ9GET8AN
extra dark chocolate,6165290582,4,A29FXZIZ598FDM
salad,1304174867,5,A3E2GP3Z1EGVQ8
cream,7535842801,4,A2AGYTSVLRSV5X
whole wheat rice,4057363823,4,A3N2I59UQT85AI
fresh bread,6022600744,3,A1E0IC983BZ9T5
fromage blanc,6022600804,2,A3GRZEZMPL515U
eggs,1304511111,3,A3LEA0HZFBAFVS
tomato juice,1304146537,3,A2CPYXQY7MN36Q
whole wheat pasta,1304488608,3,A2EK2CJNJUF7OQ
flax seed,5357956014,1,AOKIUG9H8I8KU
whole wheat pasta,1304488608,4,A2GWNGQF9SHRE4
white wine,6167061580,4,A2ENHE4BV0AMQ1
bug spray,3423470476,1,A3I0LI9N8KSNHG
rice,1304622193,1,ABV67T136UXFQ
chili,6041134494,5,A2EPPFVDAIDQSI
melons,6175005589,3,A1XJSB99WXLB11
chocolate bread,6022600812,2,AC1FTP0718XJ2
mashed potato,6040652705,1,A2FGRVS5G82DF3
light cream,6053640972,4,A2QYQGE34MQ2KX
cauliflower,6165151329,2,A1RJZQBN9DC492
french wine,1412759676,1,A2KI79THZD6NL1
french wine,1412759676,4,A3OIXDNDD9AGD4
parmesan cheese,1304622223,2,A1OCP4Y8GQUQRK
pickles,1304622622,3,A10R4813UIW6GH
mineral water,1304174905,5,A3N8V0AOIXAP6N
pasta,1457982633,1,A13UY6KF3KLR48
pasta,1457982633,4,AKW9T9A31BEGB
pepper,3227000754,1,A1HU9QLNJV9ZED
meatballs,1304511146,2,A2IAHS4CJDTUVO
herb & pepper,1304622460,1,A1KI7I8NRV3SIQ
babies food,6169040335,5,AKSKAH1FHICQZ
shampoo,6162071103,3,A3I1T0KEU8YDBY
vegetables mix,737104473,2,A3VEAEI9YT0GN6
sparkling water,1304622452,4,A1R4UG6BNDBBOL
herb & pepper,1304622460,5,A2JIQP1H0N7NO5
whole weat flour,1304139212,5,AKWRO5WFQ4I85
magazines,4057553908,3,A1ALXIEJWSM3WX
green tea,1304168522,4,A10SBRHY5Z8FT3
energy drink,1304146434,1,A3K0Q7BLOD5P0X
chili,6041134494,1,A3C5QQXTWQQARI
barbecue sauce,6041134511,1,A1E2DD77GZJWS0
barbecue sauce,6041134511,2,A35DSJ5BVS8H2A
rice,1304622193,5,A3LSRSY3F7CWPA
nonfat milk,5357955751,5,A1EQMKGBI0NK71
whole weat flour,1304139212,2,A1DGD9AGZNF6O9
oatmeal,7800558258,4,A29NE7F0K4WO86
cereals,5357955972,3,A2MQ9OGYO9PFGM
milk,3292000971,4,AAKT6MS1SVJDT
eggplant,5357955867,1,A3995A1MLGMSZK
spinach,1304196135,3,A2NU51KZVY9J9Z
flax seed,5357956014,3,A5VR137GUB7JQ
grated cheese,1304651104,2,A33ZO6NTU56R7F
almonds,558925278,4,A1CZJUWPTGMYU1
cooking oil,3227001381,5,A1X5WU8A9F3CGU
zucchini,7806397051,1,AV7UMGQ691DK1
whole wheat rice,4057363823,2,A2QOSIWDC04CQE
rice,1304622193,3,AFGSFCRCRTDZW
sandwich,4057368825,3,A5I24CK8LXFGK
pasta,1457982633,1,A1OUIKYDQEFYLD
pepper,3227000754,4,A15X79PP60MX8I
black tea,6117043058,1,A26VOR2AJIQACH
light mayo,3222000565,4,A22O1W9O7GZ4HQ
hot dogs,4057362894,5,AHLGH2F0U2J1P
cottage cheese,1304140894,2,A3BZHI48MZWE7D
frozen smoothie,1304196070,4,A2ZOBO61LUU9MX
white wine,6167061580,1,AJB6NXJLATQLT
hot dogs,4057362894,2,A2Y03TL0BHT9GP
vegetables mix,737104473,5,A2K3J2X8KDY47N
salmon,1304196046,1,A1RZ3K1WJGL4NQ
avocado,733001998,2,A2E3A2RVDKR771
oil,3602116004,3,AFBKNXXLDHAB1
eggplant,5357955867,3,A3SRKLG52BYLUK
melons,6175005589,1,A3PM6JNMDEVM7E
pet food,4057362967,4,A4VK8BMGESPI5
cider,5357955314,1,A1O0DIGKJ86BHF
shallot,1929099886,2,A2BLA13SDC5T4
tea,7883527428,4,AMT0DCOCA21RP
cottage cheese,1304140894,2,A1JM12YT8HJPIY
extra dark chocolate,6165290582,5,A3JQ6K6HMGJ1UJ
avocado,733001998,3,A1T6PQ4F5BMKLU
champagne,1304665720,3,A2M465PCYH4GO
ground beef,1304622428,4,A285JA5679NN5R
asparagus,1304665704,1,AI0OVCUJR9OJ7
magazines,4057553908,4,A1HOHCNICEHXMS
babies food,6169040335,5,AFERMR9RNPIWQ
shallot,1929099886,3,A1QWXTY2E1CL1M
energy bar,1304622657,4,A1W9QAR7P545IC
grated cheese,1304651104,4,A2OABXN4XL95EZ
cider,5357955314,3,A19SYHAYNJ9JVK
cream,7535842801,4,A3UMZJNP10AYSY
antioxydant juice,1304196062,4,A12VP1FB3XFE3X
frozen vegetables,1304511073,2,A13H09FTCEJ3DT
chocolate bread,6022600812,2,A1DIFU982SVOWN
honey,1304174778,3,A2S5RNR6COYAET
oatmeal,7800558258,3,AY807FN55W64H
soda,5357956111,4,A3FZMX1TWGZBN2
gluten free bar,6041134473,4,AV8B99IXQ8Y5P
black tea,6117043058,1,AEW1MYAVRF9AV
chicken,1451646526,5,A3HLTS6OQ0FSEU
magazines,4057553908,3,A1Q9CAJYEXJVI5
burger sauce,5357955454,2,A3CUXT1VPITD3Z
white wine,6167061580,1,A3N0MV3L54UYYM
chocolate bread,6022600812,2,A197BFZ8BSVSO2
zucchini,7806397051,3,A32HJYC8GF242S
bacon,6152000416,4,A18LPZUN80X919
candy bars,3227001055,4,A3HRQCE6UXGU6V
chili,6041134494,2,A1IMIQYOBRBG34
pepper,3227000754,3,A1VZ46Z02VRPY0
green tea,1304168522,4,A3T5G7XZPODEXS
energy drink,1304146434,5,A2IZAUI0ISLA85
cookies,1304511124,3,A2W4RS26XT2O1S
whole wheat pasta,1304488608,1,A3KEZLJ59C1JVH
nonfat milk,5357955751,3,AFCD4K00EGXOB
zucchini,7806397051,1,ALZWGAK15U76X
light cream,6053640972,3,A31EM66K6Z68KC
grated cheese,1304651104,1,A3IACAOXMJ4AWJ
chili,6041134494,5,AZLYAJ8XE443K
salmon,1304196046,4,A17P9WVPU4V6PN
herb & pepper,1304622460,3,AENZH8I66SN2H
body spray,7539914718,5,A2JY2G1Y276N9X
fresh bread,6022600744,4,A3L5UVIK1WPW9
fresh bread,6022600744,5,A2KKKT4H1IWSI1
oatmeal,7800558258,5,ABRMU6JBX6RBG
strong cheese,4057362886,1,A3EM0Y7C1USH9C
shallot,1929099886,4,A1LI7U7O30ZTS0
salt,4057362843,4,A1R5SZCC41T6BS
clothes accessories,1304651029,5,A1OJR3QWWI3SIP
black tea,6117043058,3,A27C38RA5ODEPM
burgers,1304482596,5,A38ZCQ9QE0M7VJ
salt,4057362843,3,A1CEEKM1DJNJLC
cookies,1304511124,4,AQA1M1H49DVEN
almonds,558925278,4,A24N4FKHGD7DWT
low fat yogurt,1304146744,4,A2EKFM9X9O00QZ
melons,6175005589,2,A25FKNAQ44EIT9
carrots,1906987238,4,A18IG4QUWXM3EK
cookies,1304511124,1,AEX8R21PA0SIT
honey,1304174778,5,AIF5FN49UOUI2
red wine,1304511154,3,A1NUF0VO9F4DA5
salt,4057362843,1,A11KQ5BUQJQQXQ
chocolate,1304651088,1,A29UKEGELP56OH
strawberries,5357955832,5,A1DPZHFRQ0QO0L
tea,7883527428,4,A2TBR7OFH9LCJH
salad,1304174867,1,A17922269PBKN0
candy bars,3227001055,5,A1CX180P3XV2LK
escalope,1304624498,5,A2TQ5X2N533FUV
gums,5357955948,2,A36FXHSXME1KHM
barbecue sauce,6041134511,3,A1PI3FNO5WDWT8
mineral water,1304174905,5,A30IJLUCHAUVXP
muffins,1403790965,5,A1A8S7LLTESNYX
corn,6022600685,4,A3O3J3ZTTBFFZL
eggplant,5357955867,2,A3D6VUXMZD4MFJ
meatballs,1304511146,5,A25M5BYKVESDFV
meatballs,1304511146,2,A2OM0YG07EG46K
fromage blanc,6022600804,4,A2FD3OSAUO10KC
corn,6022600685,2,A12712009FURQ7
burger sauce,5357955454,1,A20K1KY98O39AJ
champagne,1304665720,5,A1WC62CBNGZ0JO
blueberries,6162751473,3,AV8NAHORFJ89L
chicken,1451646526,4,AHO0EM3FIG4JN
muffins,1403790965,1,A3UDBOJWNL60SI
soda,5357956111,5,A35TXO343KBBA3
burger sauce,5357955454,1,A2VLDZ8XJYETY6
candy bars,3227001055,1,A3DLT0BMEE365A
meatballs,1304511146,2,A1OCZ3L1AYALDL
cake,4057362797,2,A1YPM4GCO8I1W1
barbecue sauce,6041134511,2,AOGJ43H5ZZPLM
oatmeal,7800558258,4,A1RD20XYLN12SH
rice,1304622193,1,A35X23L1HE949R
gluten free bar,6041134473,3,A3BNGLUQXZ1KKA
ham,1304665784,2,A1KGBY16OOW8B9
gums,5357955948,4,A1FEU7BZ9KIN0G
burgers,1304482596,1,A1MFI4ANYE70CO
toothpaste,6175005570,2,A2X84CP4G541QE
milk,3292000971,2,A365JZ3HRICWVD
chutney,1304482634,1,A25RLARPMG0V4Q
green tea,1304168522,3,A3RQ6QXF6VQ6S6
white wine,6167061580,1,ADI3IAXO8EH2E
muffins,1403790965,2,A3A1U6WSSNW70X
energy bar,1304622657,1,A3UMVASITREVNQ
protein bar,5297000963,1,A1MNSSE2ITIIGA
oatmeal,7800558258,3,AXNY2ZN9PZ6WT
oil,3602116004,2,A1X8IHGTV6UAUA
champagne,1304665720,5,AP8RB98O4BHCI
strawberries,5357955832,2,A1ZOSGXEP5AB8N
tomato juice,1304146537,5,AR1K8G3CGD1QI
yams,1304139220,3,A1I0KD965AM5Z6
muffins,1403790965,3,A39LUXG3UUL7ER
soup,1304495396,2,A1I0UF9XDVW6LS
pet food,4057362967,1,A29CP88NRDGHP9
dessert wine,5357956227,1,A2XTKRTDPMCSJH
rice,1304622193,3,A13ZNKJNVW0ZWZ
pet food,4057362967,2,A85T1DDMF4OMD
zucchini,7806397051,3,A37J8XKLNOX2RO
clothes accessories,1304651029,3,A1QSOTG7XORCGN
yogurt cake,1304651118,4,A15VUTJ9QOJEEI
whole wheat pasta,1304488608,4,A3G7GGKJY868TX
fromage blanc,6022600804,2,A2DETKKJK1ZO8F
mushroom cream sauce,5357955905,1,A1AAJGGLN1YG5Q
oatmeal,7800558258,4,AUYIPQDAHNOBK
cottage cheese,1304140894,4,A3EN8SX1B1Z3IZ
bug spray,3423470476,3,ADXA5B6FX59W8
mint,1304651347,5,AKJRFNIHPE3EI
french fries,1304511081,1,A2SKNJGP1X7IE1
melons,6175005589,4,A1UMLOFY7DN2Z6
frozen smoothie,1304196070,2,AGZSDV2ZYC7YW
soda,5357956111,4,A3S5CEM6TF7I8S
clothes accessories,1304651029,3,A20LSQZJPJHB0H
white wine,6167061580,5,A3317L1113QN7O
light mayo,3222000565,5,A3ABTLXPQP73TB
mushroom cream sauce,5357955905,5,A2P2FTA24RAFBA
olive oil,1304351475,4,A2CB2CNAOCG97W
turkey,1304482685,2,A29WP9HRKLQS0D
mineral water,1304174905,2,A3DXBLP5Q1KRQA
butter,1987958179,1,A3JRZEM49Z26XF
extra dark chocolate,6165290582,3,A2S0G8DCA96BXJ
mashed potato,6040652705,3,A1BIVBZ6OV1SU0
body spray,7539914718,3,A3LGXU7YL8RPF0
zucchini,7806397051,2,AH1Q6CFL3C8TR
chicken,1451646526,4,A34Z2ZB23YJ452
mint green tea,6117036094,2,A5IYFBQ25IVN6
green tea,1304168522,5,A1T7O0U15G2OXX
toothpaste,6175005570,1,A1VIKBGCPW22YC
burger sauce,5357955454,3,A2U71ZBMQCJ7TC
cooking oil,3227001381,5,A2EDV2NPKN69YM
green beans,5357955786,1,A3KOU7EJZX3Z3O
chocolate,1304651088,2,A3E3ZSEKGWFUGZ
mayonnaise,5357954771,3,A2A118C3EOJLL6
ketchup,7119018714,5,A29DZ36SLTMZOI
cottage cheese,1304140894,3,A3Q3PRW1YR3Q3Q
frozen smoothie,1304196070,2,A36A5S1NI653AQ
hot dogs,4057362894,4,A3EB7LZY4SO8S4
gluten free bar,6041134473,1,A2IS0IGSQ79ECX
ketchup,7119018714,1,A2H8Z04RWXZQ85
frozen smoothie,1304196070,1,A96GJTT3M3WYU
parmesan cheese,1304622223,5,AXPKZA7UZXKTT
energy bar,1304622657,1,A25PW8VQJ611EA
oatmeal,7800558258,1,A1ZLDDN5J9CFIO
butter,1987958179,4,A3VJUKZWK13TRI
salad,1304174867,1,AB4OYPWGHYAPO
bramble,5357955743,5,A2SIAYDK7GG7QA
carrots,1906987238,4,A1JCFYU0BE7XTI
cottage cheese,1304140894,3,A3G5OBREQKB7FR
chocolate,1304651088,1,A2K8SAFPHOJSG9
tomato juice,1304146537,2,A3GJFDRP3Q8GV5
green beans,5357955786,2,A1B9QR40IL84M4
body spray,7539914718,4,A1ONB0P2P4V81E
salad,1304174867,3,A34EQAIKKUWYYW
olive oil,1304351475,2,A1B93VD33V6JGK
soda,5357956111,5,A1HGNPI5XWPA5C
extra dark chocolate,6165290582,2,AABAFCMZHEO1U
body spray,7539914718,2,A3KK59I1TY3MRB
avocado,733001998,5,A3UQXHI88S7XAX
french wine,1412759676,1,ATLDUADWJMTT0
fresh tuna,1304622665,4,AUM9K0KZGK653
soda,5357956111,2,A3I1F82WEKU6PG
grated cheese,1304651104,1,A2Y4DGV80FJKWD
rice,1304622193,4,A9ZWBJK55DLZ9
green beans,5357955786,4,A3BKEDXQG5HLRR
muffins,1403790965,2,A3HMLMXJ5YQURK
yogurt cake,1304651118,2,A3UTG1EE19J916
strong cheese,4057362886,3,ADWMDQ9CFNTA1
water spray,7842953384,5,A39J2GNAMPZF2W
pet food,4057362967,1,AAGYIGVSH2MIX
water spray,7842953384,3,A36F3MHL9JD8ET
barbecue sauce,6041134511,3,AWHWO1LUI8J1X
tomato sauce,1304624544,3,A2XTD715SMBVX3
pancakes,1879187396,5,A1RON1NZIGQNBO
mashed potato,6040652705,5,A2LWZYTCZ9IDRV
gums,5357955948,4,A2MD9XAN2I6SE5
oatmeal,7800558258,4,AA394CGT3GNYH
napkins,7883633309,5,A9MYCYZT8EMMX
ham,1304665784,5,A33WIH2J5U3UXL
fresh bread,6022600744,4,ATX9OC5P7XBM0
oatmeal,7800558258,1,A1XQFWZJBKLEER
antioxydant juice,1304196062,5,A2ORHBGD20H0OH
herb & pepper,1304622460,1,AQ3DINQH0WH46
cauliflower,6165151329,1,A1AULGMNH7SO2V
honey,1304174778,1,A45MRF677Z7PX
light cream,6053640972,5,A1G56R3VVU6VRE
pancakes,1879187396,4,A2M7AR6AFHZ62R
hand protein bar,7538650584,2,A1NIA6OW0N4LOO
salad,1304174867,4,A3ARZHCCRQRHRA
pepper,3227000754,3,A12R85X0ED2JUQ
tomatoes,1572671203,5,A1KEIWYH8085EZ
dessert wine,5357956227,5,A14D2QHC2B1NQN
bug spray,3423470476,4,A1ZB60L19B5YZT
fromage blanc,6022600804,1,ALLPYLE7WAY1L
almonds,558925278,2,A2I8WY04NM1FR
shallot,1929099886,4,A1U94C08ZTAYE
bramble,5357955743,1,A3827WHBKQQF8T
protein bar,5297000963,5,ABH3MVCY6IGA9
frozen smoothie,1304196070,5,A34FMN6PYDDU6V
yams,1304139220,4,AP238VB80KHTC
low fat yogurt,1304146744,1,A1GNZ4F1S6VTSH
yams,1304139220,3,ATRSMN161M9GU
tomato juice,1304146537,5,AVOF2TL7T400U
pepper,3227000754,1,A3DPSWDPSG2LTE
white wine,6167061580,2,A3HH9WA1LOMK9P
strong cheese,4057362886,2,A2FYGUHALQQYK8
asparagus,1304665704,1,AXBDO994983U6
energy bar,1304622657,4,A2E9OLOQRK7M8T
mashed potato,6040652705,4,A2J7HM7CIZ3CTD
mushroom cream sauce,5357955905,4,A17O4CBSO0SKB7
zucchini,7806397051,1,A3LURPBMK4ZDIR
french wine,1412759676,3,A3L7YV2UCQ7ZX
light mayo,3222000565,4,A2T2Y8FW0NLILV
ham,1304665784,1,A2PZOIS5NOHEA
cream,7535842801,2,A3GFGEY12ATN4G
chutney,1304482634,3,AYYB9EFFG2GVA
ham,1304665784,5,A2IW10BPHCYQG2
mint green tea,6117036094,3,A2D3A9A58X5RMZ
pickles,1304622622,1,A3GA66GJ70SG7A
napkins,7883633309,1,A35PF7XADVB60C
chili,6041134494,2,A2CVC21HIZ1PO7
brownies,6022600790,4,AG0MJ41NXPM35
oil,3602116004,4,A2OHAJBHJK2Y3E
fresh bread,6022600744,2,A3SR4T76JKA0QR
tomatoes,1572671203,4,A2FB1KU4IY812V
cider,5357955314,4,A2285KGCYXO71H
black tea,6117043058,1,A16D9H9KJCRV1Y
whole weat flour,1304139212,3,A2P19WZ6WD2OZK
cake,4057362797,2,AKRUFGYZHI8P1
chocolate,1304651088,1,A28H72UFHPN9QN
tomatoes,1572671203,4,A2DMIEUMKD3VYD
fresh tuna,1304622665,2,A2Z89FDEA8TLZ2
avocado,733001998,3,A1KHY2OJNT409Z
frozen vegetables,1304511073,3,A33MKXDOOI6T0R
blueberries,6162751473,1,A2SZCH2I05ZETG
light mayo,3222000565,2,AK4E5J6IVE11R
mineral water,1304174905,4,A1KQ79CU1EA754
carrots,1906987238,3,AGBK2UBSBV0OR
chocolate,1304651088,2,A3K5ZI737LDUOG
yogurt cake,1304651118,2,APKI65S1D3AHW
cream,7535842801,5,A1XMC5AMIQKVJV
nonfat milk,5357955751,3,AXJAR4KM54KVW
barbecue sauce,6041134511,3,A1FOI078VYL0BP
bug spray,3423470476,2,A19VPNGSJK19PE
vegetables mix,737104473,5,A396ZSFP8XV4O1
fromage blanc,6022600804,5,A1ZKE84PVHR3N9
green tea,1304168522,2,AIQMY3PN8ZF9
red wine,1304511154,5,A28PWHLR92QPQS
melons,6175005589,4,A27XYPIP5FQUZT
salad,1304174867,5,A2TV0VZJI1ZD33
zucchini,7806397051,3,A3374Z6CYWF8YK
escalope,1304624498,5,A1O8JBGRANCVEO
olive oil,1304351475,4,AA75INOMAHULX
grated cheese,1304651104,5,A1RFITZDNVIA0T
white wine,6167061580,4,A5GI8R9A9IFV3
frozen vegetables,1304511073,3,A3LEGZWFK44DJ8
brownies,6022600790,4,A1VW4D5B59VZQW
energy bar,1304622657,2,A3VMD3B59TAB85
mineral water,1304174905,5,AM6TZU9POUAL
antioxydant juice,1304196062,2,AVYRG8E15WAK7
pancakes,1879187396,2,A1D6EV5BKMM8OU
butter,1987958179,4,A4BTNUSVHTE0I
pet food,4057362967,1,A1EVAE0Q2E2V0K
mint,1304651347,4,A2DO226S09AIEG
brownies,6022600790,1,A32AIFEBI1X4MR
muffins,1403790965,2,A248P6F309UXRF
meatballs,1304511146,3,A2F1CMMQ2M7IIQ
green grapes,762451459,2,A2575DBNU90OA6
mushroom cream sauce,5357955905,2,A10GKM76NOQLGE
turkey,1304482685,1,AH7S8WUFHIBIC
frozen vegetables,1304511073,4,A3HDFRFKJAGS97
hot dogs,4057362894,1,A258GDNRBC6BC1
ham,1304665784,1,A2PV4WPV010BDP
toothpaste,6175005570,2,AWXLQX6FSEZA1
eggs,1304511111,2,AHH534KJMCNRF
blueberries,6162751473,5,AXBF3OLBP9QP6
green beans,5357955786,5,A2A6TB2DZ99DB
red wine,1304511154,2,A3GDFAUEOR245Y
pepper,3227000754,5,A3RUXBGZOQLC1G
dessert wine,5357956227,5,A15UJADUAS68JI
whole wheat pasta,1304488608,1,A29UK7GM2HXMIE
soup,1304495396,1,A2FE974F8E51WC
shampoo,6162071103,3,A2BYP56Q0QBU1Z
chocolate,1304651088,1,A2QD105KDRZ46J
carrots,1906987238,3,A1XZVQED7H3403
chicken,1451646526,3,A3E1969PZ33LO9
blueberries,6162751473,4,A1LJ2H84ERZ9SA
salmon,1304196046,2,A1AM1BP28NQXLF
burgers,1304482596,5,AV03O68PRMGJE
chicken,1451646526,5,A7FPJ94ABSYM9
green tea,1304168522,2,A2V37AQ1VOMBH0
corn,6022600685,2,A3UN53B7B5WV5X
body spray,7539914718,1,A27D7TJZTU8B15
spaghetti,1304511138,5,AVWOHZE2VTGVJ
rice,1304622193,5,AQVFWCBC5AXZS
candy bars,3227001055,5,A3NDJI4IP8ICI9
chutney,1304482634,4,A1SJ5LNTEM67RO
energy bar,1304622657,1,AZYQEFB9Y5N22
spinach,1304196135,1,A8QGU7RYBF5VY
sandwich,4057368825,5,ASWVTM2VOKKLO
milk,3292000971,1,A1QDJA5DFFAL6C
whole wheat rice,4057363823,1,A1T4QM0WQZ23L9
ground beef,1304622428,3,A36UQ20T9VVUAW
butter,1987958179,3,A16OJ5ISFFKC34
oatmeal,7800558258,3,ATO4SYWWBB1QX
muffins,1403790965,3,A1QV5IH6HDRN0L
sandwich,4057368825,2,A1RFBE2LHNLHPI
mayonnaise,5357954771,5,A2LXAR7KEDFTJ9
tomato juice,1304146537,4,A34YKNAF8ZQF57
sparkling water,1304622452,4,A2EP4HWJ0L6D5H
red wine,1304511154,3,A1JZTT5WQU8O26
burger sauce,5357955454,3,AV7TWUEV79X52
mint,1304651347,4,A22V34L77QYLGD
flax seed,5357956014,4,A3DWLT4X15P9PZ
chocolate,1304651088,3,APYRY5W5KPXN7
avocado,733001998,3,A11SDECT20DPAB
nonfat milk,5357955751,2,A31OFOZ9GET8AN
cream,7535842801,1,A29FXZIZ598FDM
salad,1304174867,1,A3E2GP3Z1EGVQ8
green beans,5357955786,5,A2AGYTSVLRSV5X
eggplant,5357955867,1,A3N2I59UQT85AI
almonds,558925278,1,A1E0IC983BZ9T5
antioxydant juice,1304196062,5,A3GRZEZMPL515U
nonfat milk,5357955751,3,A3LEA0HZFBAFVS
zucchini,7806397051,1,A2CPYXQY7MN36Q
shallot,1929099886,4,A2EK2CJNJUF7OQ
mint,1304651347,3,AOKIUG9H8I8KU
tomato juice,1304146537,1,A2GWNGQF9SHRE4
chocolate,1304651088,1,A2ENHE4BV0AMQ1
energy bar,1304622657,1,A3I0LI9N8KSNHG
soda,5357956111,4,ABV67T136UXFQ
olive oil,1304351475,2,A2EPPFVDAIDQSI
soda,5357956111,2,A1XJSB99WXLB11
whole wheat rice,4057363823,5,AC1FTP0718XJ2
energy drink,1304146434,4,A2FGRVS5G82DF3
bacon,6152000416,2,A2QYQGE34MQ2KX
clothes accessories,1304651029,5,A1RJZQBN9DC492
pepper,3227000754,2,A2KI79THZD6NL1
whole weat flour,1304139212,3,A3OIXDNDD9AGD4
